Time,Engine Speed,Intake air temperature,Relative Load,Relative Load Setpoint,Lambda Bank 1,Lambda Bank 2,Additive adaptive correction of the relative fuel mass Bank1,Additive adaptive correction of the relative fuel mass Bank2,Manifold Pressure,Cylinder 1 ignition retard,Cylinder 2 ignition retard,Cylinder 3 ignition retard,Cylinder 4 ignition retard,Cylinder 5 ignition retard,Cylinder 6 ignition retard,Actual Ignition Angle,Target position throttle valve,Pedal Position
0.186,1914,37.50,15.47,15.8438,15.99976,15.99976,0.0000,0.0000,364.8438,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3438
0.246,1913,37.50,15.42,15.8438,15.99976,15.99976,0.0000,0.0000,364.2188,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3594
0.306,1913,37.50,15.38,15.8438,15.99976,15.99976,0.0000,0.0000,363.9063,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3750
0.366,1912,37.50,15.35,15.8438,15.99976,15.99976,0.0000,0.0000,363.6719,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3750
0.426,1910,37.50,15.35,15.8672,15.99976,15.99976,0.0000,0.0000,363.6719,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3594
0.486,1910,37.50,15.42,15.8672,15.99976,15.99976,0.0000,0.0000,363.6719,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3594
0.546,1909,37.50,15.45,15.8672,15.99976,15.99976,0.0000,0.0000,363.5156,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.4063
0.605,1907,37.50,15.42,15.8438,15.99976,15.99976,0.0000,0.0000,363.5156,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3906
0.666,1907,37.50,15.42,15.8438,15.99976,15.99976,0.0000,0.0000,363.4375,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3906
0.726,1907,37.50,15.47,15.8438,15.99976,15.99976,0.0000,0.0000,363.5938,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.4219
0.786,1906,37.50,15.49,15.8438,15.99976,15.99976,0.0000,0.0000,363.7500,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.3906
0.846,1902,37.50,15.49,15.8438,15.99976,15.99976,0.0000,0.0000,363.7500,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.4063
0.906,1901,37.50,15.52,15.8438,15.99976,15.99976,0.0000,0.0000,364.0625,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.4063
0.966,1902,37.50,15.54,15.8438,15.99976,15.99976,0.0000,0.0000,364.2188,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.4219
1.026,1900,37.50,15.59,15.8438,15.99976,15.99976,0.0000,0.0000,364.3750,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4219,4.4219
1.086,1897,37.50,15.59,15.8438,15.99976,15.99976,0.0000,0.0000,364.3750,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3984,4.4219
1.146,1899,37.50,15.61,15.8438,15.99976,15.99976,0.0000,0.0000,364.5313,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3984,4.4219
1.206,1896,37.50,15.61,15.8438,15.99976,15.99976,0.0000,0.0000,364.2969,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4141,4.4063
1.266,1893,37.50,15.66,15.8438,15.99976,15.99976,0.0000,0.0000,364.2969,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.4063,4.4375
1.326,1895,37.50,15.66,15.8438,15.99976,15.99976,0.0000,0.0000,364.1406,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3906,4.4219
1.386,1894,37.50,15.66,15.8438,15.99976,15.99976,0.0000,0.0000,363.9844,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3984,4.4219
1.446,1888,37.50,15.66,15.8203,15.99976,15.99976,0.0000,0.0000,364.0625,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3906,4.4219
1.506,1885,37.50,15.70,15.8203,15.99976,15.99976,0.0000,0.0000,364.2969,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3750,4.4063
1.566,1882,37.50,15.75,15.8203,15.99976,15.99976,0.0000,0.0000,364.3750,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3672,4.3906
1.626,1882,37.50,15.77,15.8203,15.99976,15.99976,0.0000,0.0000,364.6094,0.000,0.000,0.000,0.000,0.000,0.000,3.700,4.3672,4.3906
1.686,1883,37.50,17.18,13.8516,15.99976,15.99976,0.0000,0.0000,357.6563,0.000,0.000,0.000,0.000,0.000,0.000,-2.300,1.9844,2.0313
1.746,1900,37.50,16.95,14.3438,15.99976,15.99976,0.0000,0.0000,319.9219,0.000,0.000,0.000,0.000,0.000,0.000,5.900,2.9297,1.9141
1.806,1921,37.50,15.70,22.8047,15.99976,15.99976,0.0000,0.0000,304.2969,0.000,0.000,0.000,0.000,0.000,0.000,33.900,10.2344,9.5000
1.866,1937,37.50,24.30,28.2422,15.99976,15.99976,0.0000,0.0000,427.4219,0.000,0.000,0.000,0.000,0.000,0.000,8.200,9.4688,9.9063
1.926,1920,37.50,27.84,35.4141,5.47583,5.07544,0.0000,0.0000,509.0625,0.000,0.000,0.000,0.000,0.000,0.000,27.700,14.0859,12.1016
