date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:16:01	206328/206328	---MCZ	200	added ('OK')	text/css	date:Sat,%2011%20Jul%202020%2001:27:00%20GMT	https://data.datalogviewer.com/assets/slate_bootstrap.css?m=1594430820.1632326	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/assets/slate_bootstrape2a5.css	(from https://data.datalogviewer.com/)
23:16:01	99276/99276	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:15:59%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/polyfill@7.v2_0_0m1639694345.12.1.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/polyfill@7.v2_0_0m1639694345.12.1.min.js	(from https://data.datalogviewer.com/)
23:16:02	12463/12463	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:15:59%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/react@16.v2_0_0m1639694345.14.0.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/react@16.v2_0_0m1639694345.14.0.min.js	(from https://data.datalogviewer.com/)
23:16:02	118656/118656	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:15:59%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/react-dom@16.v2_0_0m1639694345.14.0.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/react-dom@16.v2_0_0m1639694345.14.0.min.js	(from https://data.datalogviewer.com/)
23:16:02	1763/1763	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:00%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/prop-types@15.v2_0_0m1639694345.7.2.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/prop-types@15.v2_0_0m1639694345.7.2.min.js	(from https://data.datalogviewer.com/)
23:16:02	278536/278536	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:00%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash_bootstrap_components/_components/dash_bootstrap_components.v0_13_1m1639694345.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash_bootstrap_components/_components/dash_bootstrap_components.v0_13_1m1639694345.min.js	(from https://data.datalogviewer.com/)
23:16:03	232262/232262	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:00%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/dash-renderer/build/dash_renderer.v2_0_0m1639694345.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/dash-renderer/build/dash_renderer.v2_0_0m1639694345.min.js	(from https://data.datalogviewer.com/)
23:16:03	700320/700320	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:00%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/dcc/dash_core_components.v2_0_0m1639694345.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/dcc/dash_core_components.v2_0_0m1639694345.js	(from https://data.datalogviewer.com/)
23:16:03	7085/7085	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:01%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/dcc/dash_core_components-shared.v2_0_0m1639694345.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/dcc/dash_core_components-shared.v2_0_0m1639694345.js	(from https://data.datalogviewer.com/)
23:16:03	154258/154258	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:01%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/html/dash_html_components.v2_0_0m1639694345.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/html/dash_html_components.v2_0_0m1639694345.min.js	(from https://data.datalogviewer.com/)
23:16:04	32867/32867	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:01%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/dash_table/bundle.v5_0_0m1639694345.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/dash_table/bundle.v5_0_0m1639694345.js	(from https://data.datalogviewer.com/)
23:16:04	5494/5494	---M-Z	200	added ('OK')	text/html	etag:%221576-5abad72a7da4b-gzip%22	https://datalogviewer.com/about.html	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/about.html	(from https://datalogviewer.com/footer.html)
23:16:08	81084/81084	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://stackpath.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/datalogviewer/stackpath.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.bundle.min.js	(from https://datalogviewer.com/)
23:16:15	398/398	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2013%20Jun%202024%2003:16:07%20GMT	https://datalogviewer.com/assets/mail/jqBootstrapValidation.js	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/assets/mail/jqBootstrapValidation.js	(from https://datalogviewer.com/)
23:16:21	398/398	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2013%20Jun%202024%2003:16:13%20GMT	https://datalogviewer.com/assets/mail/contact_me.js	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/assets/mail/contact_me.js	(from https://datalogviewer.com/)
23:16:27	398/398	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2013%20Jun%202024%2003:16:19%20GMT	https://datalogviewer.com/js/scripts.js	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/js/scripts.js	(from https://datalogviewer.com/)
23:17:01	418/418	UR-M--	200	added ('OK')	text/css	date:Thu,%2013%20Jun%202024%2003:16:02%20GMT	https://fonts.googleapis.com/css?family=Montserrat:400,700	C:/My%20Web%20Sites/datalogviewer/fonts.googleapis.com/csse3e5.css	(from https://datalogviewer.com/)
23:17:21	212640/212640	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:16:59%20GMT	https://www.googletagmanager.com/gtag/js?id=UA-173953809-1	C:/My%20Web%20Sites/datalogviewer/www.googletagmanager.com/gtag/js0f23	(from https://datalogviewer.com/)
23:17:22	15406/15406	URF---	200	added ('OK%20(cached)')	image/x-icon		https://data.datalogviewer.com/_favicon.ico?v=2.0.0	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_favicon28b5.ico	(from https://data.datalogviewer.com/)
23:17:22	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2228feccc0-42587%22	https://code.jquery.com/jquery-3.3.1.js	C:/My%20Web%20Sites/datalogviewer/code.jquery.com/jquery-3.3.1.js	(from https://datalogviewer.com/)
23:17:22	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2013%20Jun%202024%2003:16:02%20GMT	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/My%20Web%20Sites/datalogviewer/cdnjs.cloudflare.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://datalogviewer.com/)
23:17:22	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2013%20Jun%202024%2003:16:02%20GMT	https://cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.4.1/jquery.easing.min.js	C:/My%20Web%20Sites/datalogviewer/cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.4.1/jquery.easing.min.js	(from https://datalogviewer.com/)
23:17:22	99276/99276	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:17:20%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/polyfill@7.v2_0_0m1639694345.12.1.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/polyfill@7.v2_0_0m1639694345.12.1.min.js	(from https://data.datalogviewer.com/)
23:17:23	12463/12463	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:17:20%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/react@16.v2_0_0m1639694345.14.0.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/react@16.v2_0_0m1639694345.14.0.min.js	(from https://data.datalogviewer.com/)
23:17:23	118656/118656	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:17:20%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/react-dom@16.v2_0_0m1639694345.14.0.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/react-dom@16.v2_0_0m1639694345.14.0.min.js	(from https://data.datalogviewer.com/)
23:17:23	660104/660104	---M--	200	added ('OK')	image/jpeg	etag:%22a1288-5a9918dec9f00%22	https://datalogviewer.com/assets/img/header-bg.jpg	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/assets/img/header-bg.jpg	(from https://datalogviewer.com/css/styles.css)
23:17:25	1763/1763	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:17:21%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/deps/prop-types@15.v2_0_0m1639694345.7.2.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/deps/prop-types@15.v2_0_0m1639694345.7.2.min.js	(from https://data.datalogviewer.com/)
23:17:25	364038/364038	---M--	200	added ('OK')	image/png	etag:%2258e06-5a85f97b2f300%22	https://datalogviewer.com/assets/img/map-image.png	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/assets/img/map-image.png	(from https://datalogviewer.com/css/styles.css)
23:17:25	1081/1081	---M--	200	added ('OK')	text/html	etag:%22439-5e9c18046d465%22	https://datalogviewer.com/footer.html	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/footer.html	(from https://datalogviewer.com/)
23:17:27	278536/278536	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:17:21%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash_bootstrap_components/_components/dash_bootstrap_components.v0_13_1m1639694345.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash_bootstrap_components/_components/dash_bootstrap_components.v0_13_1m1639694345.min.js	(from https://data.datalogviewer.com/)
23:17:27	232262/232262	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:17:21%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/dash-renderer/build/dash_renderer.v2_0_0m1639694345.min.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/dash-renderer/build/dash_renderer.v2_0_0m1639694345.min.js	(from https://data.datalogviewer.com/)
23:17:28	7085/7085	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jun%202024%2003:17:23%20GMT	https://data.datalogviewer.com/_dash-component-suites/dash/dcc/dash_core_components-shared.v2_0_0m1639694345.js	C:/My%20Web%20Sites/datalogviewer/data.datalogviewer.com/_dash-component-suites/dash/dcc/dash_core_components-shared.v2_0_0m1639694345.js	(from https://data.datalogviewer.com/)
23:17:28	5494/5494	---M--	200	added ('OK')	text/html	etag:%221576-5abad72a7da4b%22	https://datalogviewer.com/about.html	C:/My%20Web%20Sites/datalogviewer/datalogviewer.com/about.html	(from https://datalogviewer.com/footer.html)
